production_plan_id,plant_warehouse_id,finished_material_id,planned_qty,planned_start_at,planned_end_at,plan_status,priority,material_readiness_rate,updated_at
PP-0001124,WH-02,MAT-0189,10729,2025-12-17T16:00:00+08:00,2025-12-19T08:00:00+08:00,planned,normal,0.8253,2025-12-19T11:00:00+08:00
PP-0001125,WH-02,MAT-0122,8165,2026-07-15T20:00:00+08:00,2026-07-19T02:00:00+08:00,completed,normal,0.5947,2026-06-15T08:00:00+08:00
PP-0001126,WH-02,MAT-0100,1744,2025-07-13T18:00:00+08:00,2025-07-16T11:00:00+08:00,released,normal,0.8512,2025-07-15T16:00:00+08:00
PP-0001127,WH-04,MAT-0208,12710,2026-01-25T17:00:00+08:00,2026-01-27T19:00:00+08:00,planned,normal,0.6902,2026-01-27T16:00:00+08:00
PP-0001128,WH-02,MAT-0015,2243,2026-02-28T14:00:00+08:00,2026-03-03T03:00:00+08:00,completed,normal,0.7081,2026-03-01T07:00:00+08:00
PP-0001129,WH-02,MAT-0190,16891,2025-12-06T19:00:00+08:00,2025-12-09T23:00:00+08:00,completed,urgent,0.9985,2025-12-07T16:00:00+08:00
PP-0001130,WH-04,MAT-0146,1769,2026-06-18T01:00:00+08:00,2026-06-21T17:00:00+08:00,completed,normal,0.6074,2026-06-15T08:00:00+08:00
PP-0001131,WH-04,MAT-0089,7077,2026-03-28T12:00:00+08:00,2026-04-01T11:00:00+08:00,planned,normal,0.9109,2026-03-28T21:00:00+08:00
PP-0001132,WH-04,MAT-0150,2012,2026-07-16T10:00:00+08:00,2026-07-16T19:00:00+08:00,planned,normal,0.7531,2026-06-15T08:00:00+08:00
PP-0001133,WH-02,MAT-0070,16303,2026-05-16T06:00:00+08:00,2026-05-17T11:00:00+08:00,released,normal,0.879,2026-05-17T08:00:00+08:00
PP-0001134,WH-02,MAT-0172,7904,2025-10-11T08:00:00+08:00,2025-10-13T06:00:00+08:00,released,high,0.7872,2025-10-12T08:00:00+08:00
PP-0001135,WH-04,MAT-0040,17193,2026-04-25T00:00:00+08:00,2026-04-27T16:00:00+08:00,completed,high,0.9131,2026-04-25T01:00:00+08:00
PP-0001136,WH-04,MAT-0060,13183,2025-10-23T00:00:00+08:00,2025-10-25T07:00:00+08:00,planned,normal,0.8222,2025-10-23T06:00:00+08:00
PP-0001137,WH-04,MAT-0049,4002,2025-07-18T08:00:00+08:00,2025-07-19T03:00:00+08:00,planned,normal,0.8712,2025-07-19T07:00:00+08:00
PP-0001138,WH-02,MAT-0088,11922,2026-07-15T08:00:00+08:00,2026-07-18T10:00:00+08:00,at_risk,high,0.6239,2026-06-15T08:00:00+08:00
PP-0001139,WH-02,MAT-0206,7462,2026-03-04T19:00:00+08:00,2026-03-05T10:00:00+08:00,completed,normal,0.5897,2026-03-05T11:00:00+08:00
PP-0001140,WH-02,MAT-0118,14315,2025-10-07T19:00:00+08:00,2025-10-08T22:00:00+08:00,planned,high,0.6303,2025-10-09T09:00:00+08:00
PP-0001141,WH-02,MAT-0150,12184,2026-04-28T23:00:00+08:00,2026-05-02T00:00:00+08:00,released,high,0.6701,2026-04-29T15:00:00+08:00
PP-0001142,WH-04,MAT-0104,16862,2025-12-15T22:00:00+08:00,2025-12-16T22:00:00+08:00,at_risk,normal,0.6137,2025-12-17T14:00:00+08:00
PP-0001143,WH-02,MAT-0178,6129,2026-02-02T03:00:00+08:00,2026-02-05T16:00:00+08:00,paused,normal,0.6184,2026-02-02T23:00:00+08:00
PP-0001144,WH-04,MAT-0072,746,2026-07-15T13:00:00+08:00,2026-07-20T10:00:00+08:00,released,high,0.9306,2026-06-15T08:00:00+08:00
PP-0001145,WH-02,MAT-0088,8456,2026-01-06T03:00:00+08:00,2026-01-09T21:00:00+08:00,completed,high,0.6625,2026-01-07T06:00:00+08:00
PP-0001146,WH-04,MAT-0237,10030,2026-07-04T07:00:00+08:00,2026-07-05T09:00:00+08:00,paused,high,0.7734,2026-06-15T08:00:00+08:00
PP-0001147,WH-04,MAT-0012,12590,2025-10-13T19:00:00+08:00,2025-10-17T07:00:00+08:00,paused,normal,0.6964,2025-10-15T09:00:00+08:00
PP-0001148,WH-02,MAT-0129,14645,2026-03-28T19:00:00+08:00,2026-03-29T11:00:00+08:00,completed,high,0.9098,2026-03-30T13:00:00+08:00
PP-0001149,WH-02,MAT-0091,15800,2025-12-10T14:00:00+08:00,2025-12-12T03:00:00+08:00,completed,normal,0.9274,2025-12-11T08:00:00+08:00
PP-0001150,WH-02,MAT-0150,13340,2025-08-31T20:00:00+08:00,2025-09-03T18:00:00+08:00,released,urgent,0.5962,2025-09-02T09:00:00+08:00
PP-0001151,WH-04,MAT-0215,8400,2026-04-28T10:00:00+08:00,2026-04-30T17:00:00+08:00,released,high,0.6564,2026-04-29T05:00:00+08:00
PP-0001152,WH-04,MAT-0232,19182,2025-07-11T09:00:00+08:00,2025-07-12T16:00:00+08:00,released,high,0.6061,2025-07-12T13:00:00+08:00
PP-0001153,WH-02,MAT-0064,1004,2026-01-11T05:00:00+08:00,2026-01-12T08:00:00+08:00,released,high,0.7209,2026-01-12T05:00:00+08:00
PP-0001154,WH-04,MAT-0230,11050,2025-09-12T13:00:00+08:00,2025-09-13T13:00:00+08:00,at_risk,high,0.7508,2025-09-13T11:00:00+08:00
PP-0001155,WH-04,MAT-0184,15509,2025-09-11T19:00:00+08:00,2025-09-14T04:00:00+08:00,completed,normal,0.7957,2025-09-12T20:00:00+08:00
PP-0001156,WH-02,MAT-0120,8305,2025-08-04T00:00:00+08:00,2025-08-07T21:00:00+08:00,planned,normal,0.7355,2025-08-04T04:00:00+08:00
PP-0001157,WH-02,MAT-0110,9387,2025-08-06T14:00:00+08:00,2025-08-10T05:00:00+08:00,released,high,0.7077,2025-08-07T19:00:00+08:00
PP-0001158,WH-04,MAT-0032,12665,2026-04-16T11:00:00+08:00,2026-04-17T13:00:00+08:00,planned,normal,0.9248,2026-04-17T20:00:00+08:00
PP-0001159,WH-04,MAT-0113,3575,2025-09-08T23:00:00+08:00,2025-09-13T21:00:00+08:00,completed,normal,0.9298,2025-09-09T00:00:00+08:00
PP-0001160,WH-04,MAT-0024,7928,2026-04-28T19:00:00+08:00,2026-05-03T01:00:00+08:00,completed,high,0.9892,2026-04-28T22:00:00+08:00
PP-0001161,WH-02,MAT-0117,14664,2026-01-20T18:00:00+08:00,2026-01-23T08:00:00+08:00,planned,normal,0.636,2026-01-21T15:00:00+08:00
PP-0001162,WH-04,MAT-0011,12455,2025-09-21T01:00:00+08:00,2025-09-21T20:00:00+08:00,planned,high,0.907,2025-09-22T20:00:00+08:00
PP-0001163,WH-04,MAT-0140,1138,2025-11-08T04:00:00+08:00,2025-11-12T04:00:00+08:00,completed,urgent,0.8615,2025-11-10T03:00:00+08:00
PP-0001164,WH-04,MAT-0012,4245,2025-06-22T13:00:00+08:00,2025-06-26T02:00:00+08:00,released,urgent,0.7356,2025-06-22T14:00:00+08:00
PP-0001165,WH-04,MAT-0198,4668,2026-01-05T11:00:00+08:00,2026-01-10T10:00:00+08:00,completed,normal,0.72,2026-01-05T22:00:00+08:00
PP-0001166,WH-02,MAT-0121,7930,2026-02-17T21:00:00+08:00,2026-02-21T01:00:00+08:00,completed,normal,0.5916,2026-02-19T20:00:00+08:00
PP-0001167,WH-02,MAT-0206,6161,2026-06-01T01:00:00+08:00,2026-06-05T11:00:00+08:00,completed,normal,0.6095,2026-06-02T02:00:00+08:00
PP-0001168,WH-04,MAT-0230,14833,2026-01-16T11:00:00+08:00,2026-01-20T19:00:00+08:00,completed,normal,0.8917,2026-01-18T09:00:00+08:00
PP-0001169,WH-02,MAT-0162,1687,2025-10-22T18:00:00+08:00,2025-10-25T06:00:00+08:00,released,normal,0.925,2025-10-24T02:00:00+08:00
PP-0001170,WH-02,MAT-0098,14382,2026-04-15T17:00:00+08:00,2026-04-16T02:00:00+08:00,planned,normal,0.7385,2026-04-17T15:00:00+08:00
PP-0001171,WH-02,MAT-0045,13871,2025-08-18T10:00:00+08:00,2025-08-19T05:00:00+08:00,completed,high,0.7745,2025-08-18T17:00:00+08:00
PP-0001172,WH-02,MAT-0022,2696,2025-10-22T07:00:00+08:00,2025-10-24T19:00:00+08:00,planned,normal,0.7126,2025-10-22T11:00:00+08:00
PP-0001173,WH-02,MAT-0135,13663,2025-08-17T08:00:00+08:00,2025-08-18T09:00:00+08:00,completed,normal,0.6479,2025-08-18T14:00:00+08:00
PP-0001174,WH-02,MAT-0079,112,2025-12-13T03:00:00+08:00,2025-12-18T02:00:00+08:00,released,normal,0.7322,2025-12-13T06:00:00+08:00
PP-0001175,WH-04,MAT-0048,19356,2026-03-19T22:00:00+08:00,2026-03-21T09:00:00+08:00,released,high,0.9012,2026-03-21T21:00:00+08:00
PP-0001176,WH-02,MAT-0224,7295,2026-05-15T01:00:00+08:00,2026-05-16T05:00:00+08:00,planned,normal,0.8716,2026-05-15T03:00:00+08:00
PP-0001177,WH-04,MAT-0034,19174,2026-03-04T16:00:00+08:00,2026-03-09T05:00:00+08:00,planned,urgent,0.8752,2026-03-04T17:00:00+08:00
PP-0001178,WH-04,MAT-0050,9054,2025-06-30T18:00:00+08:00,2025-07-01T04:00:00+08:00,completed,normal,0.7295,2025-07-01T00:00:00+08:00
PP-0001179,WH-02,MAT-0089,8970,2025-11-30T18:00:00+08:00,2025-12-03T00:00:00+08:00,completed,normal,0.8099,2025-12-02T07:00:00+08:00
PP-0001180,WH-02,MAT-0210,19223,2025-06-21T09:00:00+08:00,2025-06-21T18:00:00+08:00,released,urgent,0.9325,2025-06-21T19:00:00+08:00
PP-0001181,WH-04,MAT-0082,15161,2026-07-07T02:00:00+08:00,2026-07-08T07:00:00+08:00,planned,high,0.7638,2026-06-15T08:00:00+08:00
PP-0001182,WH-04,MAT-0038,15156,2026-05-24T01:00:00+08:00,2026-05-24T22:00:00+08:00,planned,normal,0.6162,2026-05-24T14:00:00+08:00
PP-0001183,WH-04,MAT-0237,13059,2025-12-14T17:00:00+08:00,2025-12-19T02:00:00+08:00,completed,urgent,0.5533,2025-12-15T23:00:00+08:00
PP-0001184,WH-04,MAT-0232,9282,2025-06-22T15:00:00+08:00,2025-06-27T05:00:00+08:00,at_risk,urgent,0.6827,2025-06-23T08:00:00+08:00
PP-0001185,WH-02,MAT-0129,10177,2026-02-16T10:00:00+08:00,2026-02-18T00:00:00+08:00,completed,normal,0.7537,2026-02-17T08:00:00+08:00
PP-0001186,WH-04,MAT-0111,7389,2025-11-13T07:00:00+08:00,2025-11-16T23:00:00+08:00,at_risk,normal,0.6749,2025-11-13T13:00:00+08:00
PP-0001187,WH-04,MAT-0103,14279,2026-05-22T04:00:00+08:00,2026-05-23T04:00:00+08:00,released,high,0.7755,2026-05-22T12:00:00+08:00
PP-0001188,WH-02,MAT-0167,15557,2026-04-15T19:00:00+08:00,2026-04-19T23:00:00+08:00,completed,normal,0.7084,2026-04-16T14:00:00+08:00
PP-0001189,WH-02,MAT-0185,17250,2026-06-19T01:00:00+08:00,2026-06-20T19:00:00+08:00,completed,normal,0.8256,2026-06-15T08:00:00+08:00
PP-0001190,WH-02,MAT-0055,1119,2025-07-07T00:00:00+08:00,2025-07-09T12:00:00+08:00,completed,high,0.9,2025-07-08T04:00:00+08:00
PP-0001191,WH-02,MAT-0213,13335,2025-08-18T21:00:00+08:00,2025-08-21T10:00:00+08:00,completed,normal,0.941,2025-08-19T13:00:00+08:00
PP-0001192,WH-02,MAT-0071,1477,2026-06-02T20:00:00+08:00,2026-06-03T23:00:00+08:00,planned,normal,0.6566,2026-06-04T04:00:00+08:00
PP-0001193,WH-02,MAT-0049,19868,2025-07-28T23:00:00+08:00,2025-07-30T11:00:00+08:00,at_risk,normal,0.6794,2025-07-29T13:00:00+08:00
PP-0001194,WH-04,MAT-0096,4388,2025-08-05T19:00:00+08:00,2025-08-07T16:00:00+08:00,released,high,0.6914,2025-08-07T10:00:00+08:00
PP-0001195,WH-02,MAT-0056,4183,2025-10-21T14:00:00+08:00,2025-10-22T13:00:00+08:00,released,normal,0.7191,2025-10-22T13:00:00+08:00
PP-0001196,WH-04,MAT-0140,5881,2025-09-14T23:00:00+08:00,2025-09-18T03:00:00+08:00,planned,high,0.8194,2025-09-15T12:00:00+08:00
PP-0001197,WH-04,MAT-0124,14643,2025-08-13T02:00:00+08:00,2025-08-14T05:00:00+08:00,paused,urgent,0.8058,2025-08-14T21:00:00+08:00
PP-0001198,WH-02,MAT-0089,2997,2026-06-12T07:00:00+08:00,2026-06-16T02:00:00+08:00,completed,urgent,0.7092,2026-06-12T11:00:00+08:00
PP-0001199,WH-02,MAT-0078,11077,2026-06-09T02:00:00+08:00,2026-06-11T21:00:00+08:00,completed,normal,0.6079,2026-06-09T13:00:00+08:00
PP-0001200,WH-02,MAT-0014,8249,2026-03-02T14:00:00+08:00,2026-03-04T09:00:00+08:00,released,normal,0.6758,2026-03-04T03:00:00+08:00
PP-0001201,WH-02,MAT-0039,12456,2025-07-12T15:00:00+08:00,2025-07-15T22:00:00+08:00,at_risk,urgent,0.6308,2025-07-13T17:00:00+08:00
PP-0001202,WH-04,MAT-0202,2736,2026-03-21T22:00:00+08:00,2026-03-23T21:00:00+08:00,released,urgent,0.7762,2026-03-23T07:00:00+08:00
PP-0001203,WH-04,MAT-0072,6210,2025-09-09T08:00:00+08:00,2025-09-10T10:00:00+08:00,released,normal,0.6786,2025-09-11T00:00:00+08:00
PP-0001204,WH-04,MAT-0162,7092,2025-12-06T22:00:00+08:00,2025-12-07T15:00:00+08:00,released,normal,0.9337,2025-12-07T04:00:00+08:00
PP-0001205,WH-04,MAT-0086,290,2025-11-02T03:00:00+08:00,2025-11-02T13:00:00+08:00,completed,high,0.777,2025-11-03T16:00:00+08:00
PP-0001206,WH-04,MAT-0108,8254,2026-06-02T23:00:00+08:00,2026-06-04T23:00:00+08:00,paused,normal,0.5954,2026-06-04T10:00:00+08:00
PP-0001207,WH-04,MAT-0153,17050,2025-10-05T18:00:00+08:00,2025-10-07T22:00:00+08:00,at_risk,normal,0.5936,2025-10-06T03:00:00+08:00
PP-0001208,WH-04,MAT-0103,6759,2026-03-21T12:00:00+08:00,2026-03-22T03:00:00+08:00,paused,normal,0.8558,2026-03-23T08:00:00+08:00
PP-0001209,WH-02,MAT-0018,1030,2025-12-26T20:00:00+08:00,2025-12-30T12:00:00+08:00,planned,normal,0.6413,2025-12-27T21:00:00+08:00
PP-0001210,WH-02,MAT-0129,7550,2026-07-13T06:00:00+08:00,2026-07-15T21:00:00+08:00,completed,normal,0.6065,2026-06-15T08:00:00+08:00
PP-0001211,WH-04,MAT-0213,12674,2025-06-23T12:00:00+08:00,2025-06-28T08:00:00+08:00,planned,high,0.7155,2025-06-24T17:00:00+08:00
PP-0001212,WH-04,MAT-0149,13262,2026-02-16T15:00:00+08:00,2026-02-17T00:00:00+08:00,completed,normal,0.8324,2026-02-17T12:00:00+08:00
PP-0001213,WH-02,MAT-0227,14372,2025-07-06T05:00:00+08:00,2025-07-06T19:00:00+08:00,planned,urgent,0.6049,2025-07-06T05:00:00+08:00
PP-0001214,WH-04,MAT-0056,12395,2026-03-30T23:00:00+08:00,2026-04-02T15:00:00+08:00,paused,normal,0.6675,2026-04-01T05:00:00+08:00
PP-0001215,WH-04,MAT-0009,7452,2026-03-04T15:00:00+08:00,2026-03-07T10:00:00+08:00,completed,normal,0.6424,2026-03-05T19:00:00+08:00
PP-0001216,WH-02,MAT-0095,509,2025-07-31T07:00:00+08:00,2025-08-05T04:00:00+08:00,completed,normal,0.6659,2025-08-01T07:00:00+08:00
PP-0001217,WH-04,MAT-0076,7972,2026-07-01T23:00:00+08:00,2026-07-06T11:00:00+08:00,completed,high,0.92,2026-06-15T08:00:00+08:00
PP-0001218,WH-02,MAT-0170,12644,2025-08-21T18:00:00+08:00,2025-08-23T16:00:00+08:00,planned,normal,0.5502,2025-08-21T23:00:00+08:00
PP-0001219,WH-02,MAT-0059,11958,2026-01-19T04:00:00+08:00,2026-01-19T14:00:00+08:00,completed,normal,0.9594,2026-01-20T16:00:00+08:00
PP-0001220,WH-02,MAT-0085,10013,2026-02-03T12:00:00+08:00,2026-02-07T13:00:00+08:00,planned,high,0.616,2026-02-04T01:00:00+08:00
PP-0001221,WH-04,MAT-0131,14085,2026-07-07T13:00:00+08:00,2026-07-08T00:00:00+08:00,completed,normal,0.6056,2026-06-15T08:00:00+08:00
PP-0001222,WH-04,MAT-0061,6845,2025-10-13T07:00:00+08:00,2025-10-17T19:00:00+08:00,at_risk,normal,0.8301,2025-10-14T01:00:00+08:00
PP-0001223,WH-02,MAT-0195,3025,2025-10-02T15:00:00+08:00,2025-10-03T23:00:00+08:00,completed,normal,0.8129,2025-10-03T01:00:00+08:00
PP-0001224,WH-04,MAT-0225,16795,2025-12-26T11:00:00+08:00,2025-12-27T23:00:00+08:00,completed,normal,0.8587,2025-12-28T01:00:00+08:00
PP-0001225,WH-02,MAT-0048,8309,2026-02-22T21:00:00+08:00,2026-02-27T05:00:00+08:00,completed,normal,0.6155,2026-02-22T21:00:00+08:00
PP-0001226,WH-02,MAT-0115,10499,2026-04-10T06:00:00+08:00,2026-04-10T19:00:00+08:00,planned,normal,0.5934,2026-04-10T23:00:00+08:00
PP-0001227,WH-02,MAT-0179,12468,2025-07-28T13:00:00+08:00,2025-07-30T00:00:00+08:00,released,normal,0.6349,2025-07-29T15:00:00+08:00
PP-0001228,WH-02,MAT-0100,305,2025-06-21T11:00:00+08:00,2025-06-23T12:00:00+08:00,completed,normal,0.7375,2025-06-22T14:00:00+08:00
PP-0001229,WH-04,MAT-0230,2942,2026-07-07T23:00:00+08:00,2026-07-09T04:00:00+08:00,released,high,0.8573,2026-06-15T08:00:00+08:00
PP-0001230,WH-04,MAT-0193,19669,2026-05-21T13:00:00+08:00,2026-05-23T07:00:00+08:00,released,urgent,0.9959,2026-05-22T15:00:00+08:00
PP-0001231,WH-02,MAT-0073,3866,2025-08-08T14:00:00+08:00,2025-08-09T11:00:00+08:00,planned,normal,0.8916,2025-08-10T11:00:00+08:00
PP-0001232,WH-02,MAT-0237,18045,2025-07-17T12:00:00+08:00,2025-07-18T09:00:00+08:00,released,urgent,0.9293,2025-07-19T12:00:00+08:00
PP-0001233,WH-02,MAT-0076,2806,2026-04-06T05:00:00+08:00,2026-04-08T14:00:00+08:00,planned,high,0.8254,2026-04-07T03:00:00+08:00
PP-0001234,WH-02,MAT-0109,17525,2025-11-19T03:00:00+08:00,2025-11-21T00:00:00+08:00,planned,normal,0.7668,2025-11-19T21:00:00+08:00
PP-0001235,WH-04,MAT-0039,13525,2025-08-10T18:00:00+08:00,2025-08-15T17:00:00+08:00,planned,normal,0.7242,2025-08-12T16:00:00+08:00
PP-0001236,WH-04,MAT-0176,19041,2025-10-15T22:00:00+08:00,2025-10-18T00:00:00+08:00,at_risk,normal,0.5794,2025-10-16T18:00:00+08:00
PP-0001237,WH-04,MAT-0119,1905,2025-12-23T04:00:00+08:00,2025-12-27T06:00:00+08:00,released,normal,0.9756,2025-12-24T16:00:00+08:00
PP-0001238,WH-02,MAT-0216,9617,2025-09-10T22:00:00+08:00,2025-09-11T15:00:00+08:00,completed,urgent,0.9428,2025-09-11T21:00:00+08:00
PP-0001239,WH-02,MAT-0162,1719,2026-04-07T19:00:00+08:00,2026-04-09T17:00:00+08:00,at_risk,high,0.6358,2026-04-08T11:00:00+08:00
PP-0001240,WH-04,MAT-0225,18975,2025-07-29T02:00:00+08:00,2025-07-29T22:00:00+08:00,released,high,0.559,2025-07-30T09:00:00+08:00
PP-0001241,WH-04,MAT-0087,13148,2026-01-08T13:00:00+08:00,2026-01-13T01:00:00+08:00,completed,normal,0.9237,2026-01-09T16:00:00+08:00
PP-0001242,WH-04,MAT-0191,7994,2026-03-28T06:00:00+08:00,2026-04-01T09:00:00+08:00,completed,normal,0.8859,2026-03-29T12:00:00+08:00
PP-0001243,WH-04,MAT-0175,12865,2026-06-20T07:00:00+08:00,2026-06-21T05:00:00+08:00,planned,normal,0.8743,2026-06-15T08:00:00+08:00
PP-0001244,WH-02,MAT-0018,16512,2025-07-10T22:00:00+08:00,2025-07-11T10:00:00+08:00,released,normal,0.9645,2025-07-11T19:00:00+08:00
PP-0001245,WH-04,MAT-0240,19377,2026-07-16T14:00:00+08:00,2026-07-18T07:00:00+08:00,completed,normal,0.7232,2026-06-15T08:00:00+08:00
PP-0001246,WH-02,MAT-0184,3604,2025-06-21T12:00:00+08:00,2025-06-24T12:00:00+08:00,planned,normal,0.6094,2025-06-23T03:00:00+08:00
PP-0001247,WH-02,MAT-0044,13396,2025-08-14T11:00:00+08:00,2025-08-17T09:00:00+08:00,released,high,0.6483,2025-08-16T08:00:00+08:00
PP-0001248,WH-02,MAT-0040,1487,2026-03-27T07:00:00+08:00,2026-04-01T07:00:00+08:00,released,normal,0.9871,2026-03-27T22:00:00+08:00
PP-0001249,WH-04,MAT-0232,7254,2025-11-18T13:00:00+08:00,2025-11-21T16:00:00+08:00,planned,normal,0.6556,2025-11-19T14:00:00+08:00
PP-0001250,WH-04,MAT-0042,16290,2025-09-20T02:00:00+08:00,2025-09-22T21:00:00+08:00,completed,normal,0.6136,2025-09-21T07:00:00+08:00
PP-0001251,WH-04,MAT-0211,364,2025-08-17T10:00:00+08:00,2025-08-20T05:00:00+08:00,released,urgent,0.796,2025-08-18T16:00:00+08:00
PP-0001252,WH-02,MAT-0192,6229,2025-07-21T14:00:00+08:00,2025-07-22T08:00:00+08:00,released,high,0.7751,2025-07-22T01:00:00+08:00
PP-0001253,WH-04,MAT-0036,17799,2025-09-20T17:00:00+08:00,2025-09-23T03:00:00+08:00,completed,high,0.7716,2025-09-21T20:00:00+08:00
PP-0001254,WH-02,MAT-0003,5106,2026-02-22T07:00:00+08:00,2026-02-25T05:00:00+08:00,completed,normal,0.7881,2026-02-24T07:00:00+08:00
PP-0001255,WH-04,MAT-0066,14383,2026-04-24T07:00:00+08:00,2026-04-28T17:00:00+08:00,released,urgent,0.887,2026-04-24T21:00:00+08:00
PP-0001256,WH-02,MAT-0055,7434,2026-05-01T08:00:00+08:00,2026-05-04T19:00:00+08:00,completed,high,0.6404,2026-05-01T09:00:00+08:00
PP-0001257,WH-04,MAT-0135,19185,2025-06-20T13:00:00+08:00,2025-06-21T19:00:00+08:00,completed,urgent,0.806,2025-06-20T21:00:00+08:00
PP-0001258,WH-04,MAT-0178,140,2026-04-28T19:00:00+08:00,2026-05-02T16:00:00+08:00,at_risk,urgent,0.885,2026-04-28T23:00:00+08:00
PP-0001259,WH-04,MAT-0217,18193,2026-06-07T20:00:00+08:00,2026-06-09T00:00:00+08:00,planned,normal,0.5734,2026-06-08T19:00:00+08:00
PP-0001260,WH-02,MAT-0219,9464,2026-04-25T08:00:00+08:00,2026-04-28T06:00:00+08:00,completed,normal,0.768,2026-04-25T11:00:00+08:00
PP-0001261,WH-02,MAT-0123,14522,2025-07-12T18:00:00+08:00,2025-07-15T13:00:00+08:00,planned,normal,0.8484,2025-07-14T15:00:00+08:00
PP-0001262,WH-04,MAT-0215,6482,2025-08-19T02:00:00+08:00,2025-08-22T01:00:00+08:00,completed,normal,0.603,2025-08-19T04:00:00+08:00
PP-0001263,WH-04,MAT-0047,3417,2025-09-07T00:00:00+08:00,2025-09-07T14:00:00+08:00,completed,normal,0.944,2025-09-07T08:00:00+08:00
PP-0001264,WH-02,MAT-0237,4045,2025-11-01T13:00:00+08:00,2025-11-04T13:00:00+08:00,completed,normal,0.6152,2025-11-03T03:00:00+08:00
PP-0001265,WH-04,MAT-0139,4763,2026-05-04T02:00:00+08:00,2026-05-07T10:00:00+08:00,completed,high,0.8538,2026-05-05T11:00:00+08:00
PP-0001266,WH-04,MAT-0146,12790,2025-11-23T04:00:00+08:00,2025-11-24T05:00:00+08:00,released,high,0.5686,2025-11-24T23:00:00+08:00
PP-0001267,WH-02,MAT-0213,10626,2025-08-09T11:00:00+08:00,2025-08-10T12:00:00+08:00,completed,normal,0.8266,2025-08-09T11:00:00+08:00
PP-0001268,WH-02,MAT-0109,14768,2026-03-23T21:00:00+08:00,2026-03-25T12:00:00+08:00,released,normal,0.6359,2026-03-25T13:00:00+08:00
PP-0001269,WH-04,MAT-0189,11137,2025-06-16T00:00:00+08:00,2025-06-18T01:00:00+08:00,completed,normal,0.7087,2025-06-17T23:00:00+08:00
PP-0001270,WH-04,MAT-0082,6225,2025-09-16T22:00:00+08:00,2025-09-18T18:00:00+08:00,released,high,0.766,2025-09-17T10:00:00+08:00
PP-0001271,WH-04,MAT-0185,13657,2025-09-09T21:00:00+08:00,2025-09-11T10:00:00+08:00,released,urgent,0.5776,2025-09-10T00:00:00+08:00
PP-0001272,WH-02,MAT-0031,9762,2026-02-26T18:00:00+08:00,2026-03-03T07:00:00+08:00,completed,high,0.7444,2026-02-27T18:00:00+08:00
PP-0001273,WH-02,MAT-0184,1165,2025-09-21T01:00:00+08:00,2025-09-23T09:00:00+08:00,at_risk,normal,0.8948,2025-09-21T03:00:00+08:00
PP-0001274,WH-04,MAT-0216,12463,2026-02-08T19:00:00+08:00,2026-02-11T01:00:00+08:00,completed,urgent,0.7477,2026-02-09T04:00:00+08:00
PP-0001275,WH-04,MAT-0126,17183,2026-01-02T05:00:00+08:00,2026-01-04T01:00:00+08:00,paused,normal,0.7075,2026-01-02T17:00:00+08:00
PP-0001276,WH-02,MAT-0036,370,2026-02-17T08:00:00+08:00,2026-02-17T20:00:00+08:00,completed,normal,0.5788,2026-02-19T05:00:00+08:00
PP-0001277,WH-04,MAT-0181,8023,2026-04-07T21:00:00+08:00,2026-04-08T21:00:00+08:00,planned,urgent,0.7697,2026-04-08T09:00:00+08:00
PP-0001278,WH-02,MAT-0075,9132,2026-02-06T04:00:00+08:00,2026-02-10T06:00:00+08:00,completed,normal,0.9002,2026-02-07T20:00:00+08:00
PP-0001279,WH-02,MAT-0003,6654,2025-11-13T16:00:00+08:00,2025-11-14T12:00:00+08:00,planned,high,0.7838,2025-11-15T09:00:00+08:00
PP-0001280,WH-02,MAT-0120,19784,2025-12-03T13:00:00+08:00,2025-12-05T12:00:00+08:00,released,high,0.6104,2025-12-05T03:00:00+08:00
PP-0001281,WH-02,MAT-0206,13414,2025-08-16T18:00:00+08:00,2025-08-19T09:00:00+08:00,completed,normal,0.884,2025-08-17T07:00:00+08:00
PP-0001282,WH-04,MAT-0202,6142,2026-02-24T14:00:00+08:00,2026-02-27T12:00:00+08:00,completed,high,0.697,2026-02-25T12:00:00+08:00
PP-0001283,WH-02,MAT-0207,11198,2025-11-02T20:00:00+08:00,2025-11-07T08:00:00+08:00,planned,normal,0.7951,2025-11-04T15:00:00+08:00
PP-0001284,WH-02,MAT-0177,18813,2026-02-08T00:00:00+08:00,2026-02-12T05:00:00+08:00,completed,normal,0.5842,2026-02-08T13:00:00+08:00
PP-0001285,WH-02,MAT-0044,5251,2026-01-27T05:00:00+08:00,2026-01-30T20:00:00+08:00,released,high,0.5803,2026-01-28T18:00:00+08:00
PP-0001286,WH-02,MAT-0227,2432,2025-09-23T11:00:00+08:00,2025-09-26T06:00:00+08:00,at_risk,normal,0.8975,2025-09-23T13:00:00+08:00
PP-0001287,WH-02,MAT-0136,11800,2026-03-10T16:00:00+08:00,2026-03-14T03:00:00+08:00,planned,urgent,0.9571,2026-03-11T19:00:00+08:00
PP-0001288,WH-04,MAT-0235,3406,2025-08-06T02:00:00+08:00,2025-08-08T11:00:00+08:00,planned,normal,0.8055,2025-08-06T05:00:00+08:00
PP-0001289,WH-04,MAT-0083,7606,2026-02-26T16:00:00+08:00,2026-03-03T10:00:00+08:00,completed,high,0.7426,2026-02-28T05:00:00+08:00
